CircleNum,LoopNum,IterNum,PulseRole,V_applied,PulseDur_s_col,U_out_immediate,I_immediate,R_immediate,T_immediate,R_before,G_before,R_after_1s,G_after_1s,I_after_1s,U_after_1s,T_after_1s,R_after_5s,G_after_5s,I_after_5s,U_after_5s,T_after_5s,R_after_10s,G_after_10s,I_after_10s,U_after_10s,T_after_10s,time_stamp
4,2,4,sweep_reset,0.4,0.001,0.399895,4.6397e-05,8618.984,0,10211.51,9.79287098577977e-05,9650.342,0.0001036232705535,2.07165e-05,0.1999213,0,9743.091,0.0001026368326027,2.05193e-05,0.1999214,0,9745.798,0.0001026083241208,2.05136e-05,0.1999214,0,2026-06-22 11:17:19
4,2,5,fixed_set,1.5,0.001,0.941928,9.9957e-05,9423.332,0,9745.798,0.0001026083241208,9023.652,0.0001108198764757,2.2155e-05,0.199919,0,9022.719,0.0001108313358755,2.21573e-05,0.1999191,0,9023.045,0.0001108273315715,2.21565e-05,0.1999191,0,2026-06-22 11:17:30
4,2,5,sweep_reset,0.5,0.001,0.499834,6.6246e-05,7545.12,0,9023.045,0.0001108273315715,8310.921,0.000120323607937,2.40547e-05,0.1999167,0,8373.543,0.0001194237612441,2.38749e-05,0.1999175,0,8562.071,0.0001167941728116,2.33492e-05,0.1999175,0,2026-06-22 11:17:41
4,2,6,fixed_set,1.5,0.001,0.933336,9.99582e-05,9337.263,0,8562.071,0.0001167941728116,8742.298,0.0001143864004635,2.28679e-05,0.199918,0,8735.961,0.0001144693754928,2.28845e-05,0.1999181,0,8740.668,0.000114407731766,2.28722e-05,0.1999183,0,2026-06-22 11:17:52
4,2,6,sweep_reset,0.6,0.001,0.599756,8.2802e-05,7243.255,0,8740.668,0.000114407731766,7674.057,0.0001303091702342,2.60506e-05,0.1999138,0,7669.671,0.000130383689209,2.60655e-05,0.1999138,0,7680.681,0.0001301967885399,2.60282e-05,0.1999143,0,2026-06-22 11:18:03
4,2,7,fixed_set,1.5,0.001,0.94403,9.9959e-05,9444.172,0,7680.681,0.0001301967885399,10427.06,9.59043105151404e-05,1.91735e-05,0.1999233,0,10434.68,9.58342757037111e-05,1.91595e-05,0.1999232,0,10427.34,9.59017352459975e-05,1.9173e-05,0.1999234,0,2026-06-22 11:18:14
4,2,7,sweep_reset,0.7,0.001,0.699672,9.435e-05,7415.707,0,10427.34,9.59017352459975e-05,8874.784,0.0001126787987178,2.25266e-05,0.1999187,0,8898.247,0.0001123816859657,2.24672e-05,0.1999187,0,8889.938,0.0001124867237544,2.24882e-05,0.1999187,0,2026-06-22 11:18:25
4,2,8,fixed_set,1.5,0.001,0.856059,9.99592e-05,8564.084,0,8889.938,0.0001124867237544,8385.635,0.0001192515534005,2.38404e-05,0.1999169,0,8390.633,0.000119180519515,2.38262e-05,0.1999169,0,8384.665,0.0001192653493013,2.38431e-05,0.1999164,0,2026-06-22 11:18:36
4,2,8,sweep_reset,0.8,0.001,0.799519,8.5916e-05,9305.822,0,8384.665,0.0001192653493013,13615.45,7.34459749769563e-05,1.46841e-05,0.1999307,0,13408.52,7.45794465011798e-05,1.49107e-05,0.1999304,0,13496.05,7.40957539428203e-05,1.4814e-05,0.1999305,0,2026-06-22 11:18:47
4,2,9,fixed_set,1.5,0.001,0.822997,9.99573e-05,8233.486,0,13496.05,7.40957539428203e-05,8541.435,0.0001170763460706,2.34056e-05,0.1999174,0,8483.222,0.0001178797395612,2.35662e-05,0.1999173,0,8321.533,0.0001201701657615,2.4024e-05,0.1999165,0,2026-06-22 11:18:58
4,2,10,fixed_set,1.5,0.001,0.786365,9.99554e-05,7867.159,0,27612.69,3.62152329237028e-05,7493.854,0.0001334426851657,2.66769e-05,0.1999128,0,7466.881,0.0001339247270714,2.67734e-05,0.1999138,0,7519.518,0.0001329872473209,2.6586e-05,0.1999139,0,2026-06-22 11:19:20
4,2,10,sweep_reset,1.0,0.001,0.999055,6.4977e-05,15375.52,0,7519.518,0.0001329872473209,34571.79,2.89253174336648e-05,5.7834e-06,0.1999425,0,34607.76,2.88952535500708e-05,5.7774e-06,0.1999429,0,34165.91,2.92689408828859e-05,5.8521e-06,0.1999423,0,2026-06-22 11:19:31
4,2,11,fixed_set,1.5,0.001,0.802028,9.99539e-05,8023.979,0,34165.91,2.92689408828859e-05,8008.031,0.0001248746414692,2.49644e-05,0.1999157,0,8041.269,0.0001243584812297,2.48612e-05,0.1999156,0,8043.469,0.0001243244674654,2.48544e-05,0.1999156,0,2026-06-22 11:19:42
4,2,11,sweep_reset,1.1,0.001,1.098861,4.3965e-05,24994.0,0,8043.469,0.0001243244674654,51318.03,1.94863286840902e-05,3.8962e-06,0.1999453,0,53488.54,1.86955934860065e-05,3.7381e-06,0.1999455,0,54135.97,1.84720066898219e-05,3.6934e-06,0.1999458,0,2026-06-22 11:19:53
4,2,12,fixed_set,1.5,0.001,0.787512,9.99535e-05,7878.784,0,54135.97,1.84720066898219e-05,8169.687,0.0001224037102033,2.44704e-05,0.1999155,0,8155.572,0.0001226155565789,2.45128e-05,0.1999159,0,8198.456,0.0001219741863589,2.43847e-05,0.1999169,0,2026-06-22 11:20:04
4,2,12,sweep_reset,1.2,0.001,1.198621,5.3914e-05,22232.09,0,8198.456,0.0001219741863589,54476.66,1.83564851442801e-05,3.6703e-06,0.1999457,0,52222.74,1.91487463124302e-05,3.8287e-06,0.1999452,0,51875.9,1.92767739933187e-05,3.8543e-06,0.1999453,0,2026-06-22 11:20:15
4,2,13,fixed_set,1.5,0.001,0.818005,9.99516e-05,8184.011,0,51875.9,1.92767739933187e-05,7987.083,0.0001252021545287,2.50298e-05,0.1999151,0,7987.032,0.0001252029539884,2.503e-05,0.1999154,0,7983.268,0.0001252619854425,2.50418e-05,0.1999154,0,2026-06-22 11:20:26
4,2,14,fixed_set,1.5,0.001,0.947207,9.99478e-05,9477.017,0,87630.93,1.1411495918165e-05,11279.37,8.86574338815022e-05,1.77248e-05,0.1999246,0,11416.58,8.75919058071682e-05,1.75118e-05,0.1999249,0,11411.33,8.76322041339616e-05,1.75199e-05,0.1999254,0,2026-06-22 11:20:48
4,2,15,fixed_set,1.5,0.001,0.853479,9.99482e-05,8539.213,0,113710.3,8.79427809090294e-06,7909.993,0.0001264223621942,2.52737e-05,0.1999148,0,7922.038,0.0001262301443138,2.52353e-05,0.199915,0,7862.428,0.0001271871742418,2.54266e-05,0.1999148,0,2026-06-22 11:21:10
5,1,1,fixed_reset,1.5,0.001,1.498733,4.6907e-05,31951.16,0,138785.7,7.2053532892798e-06,98656.88,1.01361405306959e-05,2.0267e-06,0.1999479,0,97979.96,1.02061686900056e-05,2.0407e-06,0.1999477,0,93059.53,1.07458096983726e-05,2.1486e-06,0.1999477,0,2026-06-22 11:21:32
5,1,1,sweep_set,0.1,0.001,0.0999739,1.0003e-06,99943.92,0,93059.53,1.07458096983726e-05,93446.6,1.07012989236634e-05,2.1397e-06,0.1999477,0,92162.99,1.08503424205313e-05,2.1695e-06,0.1999476,0,92410.04,1.08213349977989e-05,2.1637e-06,0.1999476,0,2026-06-22 11:21:43
5,1,2,fixed_reset,1.5,0.001,1.498726,4.2642e-05,35146.71,0,92410.04,1.08213349977989e-05,131104.8,7.62748579762145e-06,1.5251e-06,0.199948,0,138248.4,7.23335676940927e-06,1.4463e-06,0.1999486,0,138622.2,7.21385174957546e-06,1.4424e-06,0.1999486,0,2026-06-22 11:21:54
5,1,2,sweep_set,0.2,0.001,0.1999486,1.4479e-06,138095.6,0,138622.2,7.21385174957546e-06,138095.7,7.24135508926056e-06,1.4479e-06,0.1999487,0,139707.0,7.15783747414231e-06,1.4312e-06,0.1999486,0,129274.3,7.73548957526747e-06,1.5467e-06,0.1999485,0,2026-06-22 11:22:05
5,1,3,fixed_reset,1.5,0.001,1.49875,4.3841e-05,34186.04,0,129274.3,7.73548957526747e-06,112109.9,8.91981885631867e-06,1.7835e-06,0.199948,0,110297.9,9.06635575110678e-06,1.8128e-06,0.1999481,0,109130.1,9.16337472429696e-06,1.8322e-06,0.1999481,0,2026-06-22 11:22:16
5,1,3,sweep_set,0.3,0.001,0.299921,3.1131e-06,96341.59,0,109130.1,9.16337472429696e-06,105770.2,9.45445881732284e-06,1.8904e-06,0.199948,0,106576.5,9.38293150929145e-06,1.8761e-06,0.1999481,0,106208.4,9.41545113192553e-06,1.8826e-06,0.199948,0,2026-06-22 11:22:27
5,1,4,fixed_reset,1.5,0.001,1.49873,4.3085e-05,34785.42,0,106208.4,9.41545113192553e-06,122675.1,8.15161348961607e-06,1.6299e-06,0.1999481,0,130548.8,7.65997083083108e-06,1.5316e-06,0.1999485,0,129954.8,7.69498317876677e-06,1.5386e-06,0.1999485,0,2026-06-22 11:22:38
5,1,4,sweep_set,0.4,0.001,0.399895,4.479e-06,89282.21,0,129954.8,7.69498317876677e-06,106423.3,9.39643856185628e-06,1.8788e-06,0.1999481,0,111459.7,8.97185260681663e-06,1.7939e-06,0.1999476,0,110206.5,9.07387495292927e-06,1.8143e-06,0.1999476,0,2026-06-22 11:22:49
5,1,5,sweep_set,0.5,0.001,0.499867,6.5024e-06,76874.23,0,173883.9,5.750963717745e-06,117582.0,8.50470310081475e-06,1.7005e-06,0.1999482,0,116894.6,8.55471510232295e-06,1.7105e-06,0.1999482,0,107044.3,9.34192666027056e-06,1.8679e-06,0.1999481,0,2026-06-22 11:23:11
5,1,6,fixed_reset,1.5,0.001,1.498755,4.3462e-05,34484.26,0,107044.3,9.34192666027056e-06,122105.9,8.18961245934881e-06,1.6375e-06,0.1999484,0,124913.2,8.00555906021141e-06,1.6007e-06,0.1999485,0,114846.8,8.70725174754543e-06,1.741e-06,0.1999482,0,2026-06-22 11:23:22
5,1,6,sweep_set,0.6,0.001,0.599803,2.94672e-05,20354.94,0,114846.8,8.70725174754543e-06,17741.06,5.63664177901433e-05,1.12696e-05,0.1999346,0,19043.96,5.25100871877488e-05,1.04987e-05,0.1999368,0,19281.97,5.18619207477244e-05,1.03691e-05,0.1999367,0,2026-06-22 11:23:33
5,1,7,sweep_set,0.7,0.001,0.699728,5.08692e-05,13755.44,0,125438.1,7.97205952577407e-06,9727.158,0.0001028049508397,2.05529e-05,0.1999213,0,9725.88,0.0001028184596149,2.05556e-05,0.1999213,0,9726.448,0.0001028124552765,2.05544e-05,0.1999213,0,2026-06-22 11:23:55
5,1,8,sweep_set,0.8,0.001,0.799701,5.83286e-05,13710.27,0,117161.5,8.53522701570055e-06,11324.9,8.83010004503351e-05,1.76536e-05,0.1999252,0,11316.12,8.83695118114689e-05,1.76673e-05,0.1999252,0,11336.14,8.82134483166228e-05,1.76361e-05,0.1999253,0,2026-06-22 11:24:17
5,1,9,fixed_reset,1.5,0.001,1.498222,4.0409e-05,37076.44,0,11336.14,8.82134483166228e-05,184369.8,5.42388178541171e-06,1.0845e-06,0.1999491,0,186085.7,5.37386806186612e-06,1.0745e-06,0.1999491,0,187130.6,5.34386145291043e-06,1.0685e-06,0.199949,0,2026-06-22 11:24:28
5,1,9,sweep_set,0.9,0.001,0.899695,5.97646e-05,15053.98,0,187130.6,5.34386145291043e-06,22869.23,4.37268766810251e-05,8.7427e-06,0.1999388,0,22212.9,4.50188854224347e-05,9.001e-06,0.1999383,0,22019.64,4.54140031353828e-05,9.08e-06,0.1999383,0,2026-06-22 11:24:39
5,1,10,fixed_reset,1.5,0.001,1.498368,5.2551e-05,28512.64,0,22019.64,4.54140031353828e-05,134112.6,7.45642094777075e-06,1.4909e-06,0.1999485,0,146772.9,6.81324685960419e-06,1.3623e-06,0.1999487,0,142089.8,7.03780285425133e-06,1.4072e-06,0.1999487,0,2026-06-22 11:24:50
5,1,10,sweep_set,1.0,0.001,0.9459,9.88671e-05,9567.389,0,142089.8,7.03780285425133e-06,10182.98,9.82030800414024e-05,1.9633e-05,0.1999224,0,10169.32,9.83349919168637e-05,1.96594e-05,0.1999227,0,10180.45,9.8227485032587e-05,1.96379e-05,0.1999226,0,2026-06-22 11:25:01
5,1,11,sweep_set,1.1,0.001,0.890437,9.99082e-05,8912.552,0,94662.96,1.05637939062966e-05,9465.216,0.0001056499925622,2.11216e-05,0.1999205,0,9460.199,0.0001057060216175,2.11328e-05,0.1999205,0,9560.607,0.000104595869279,2.09109e-05,0.1999209,0,2026-06-22 11:25:23
5,1,12,sweep_set,1.2,0.001,0.948832,9.99268e-05,9495.271,0,121151.5,8.25412809581392e-06,10826.43,9.23665511161112e-05,1.84663e-05,0.1999241,0,10799.7,9.25951646805004e-05,1.8512e-05,0.199924,0,10859.19,9.20878997420618e-05,1.84106e-05,0.1999242,0,2026-06-22 11:25:45
5,1,13,fixed_reset,1.5,0.001,1.498033,4.1867e-05,35780.76,0,10859.19,9.20878997420618e-05,206665.8,4.83872996886761e-06,9.675e-07,0.1999492,0,205751.5,4.86023188166307e-06,9.718e-07,0.1999493,0,205286.8,4.87123380558321e-06,9.74e-07,0.1999493,0,2026-06-22 11:25:56
5,1,13,sweep_set,1.3,0.001,0.846385,9.9936e-05,8469.27,0,205286.8,4.87123380558321e-06,7927.068,0.0001261500469025,2.52193e-05,0.1999151,0,8048.071,0.0001242533769893,2.48402e-05,0.1999157,0,8063.588,0.0001240142725546,2.47924e-05,0.1999157,0,2026-06-22 11:26:07
5,1,14,fixed_reset,1.5,0.001,1.497606,4.3935e-05,34086.86,0,8063.588,0.0001240142725546,74827.81,1.33640153306638e-05,2.6721e-06,0.1999474,0,80039.71,1.24937983908238e-05,2.4981e-06,0.1999472,0,82272.68,1.21547031165145e-05,2.4303e-06,0.1999473,0,2026-06-22 11:26:18
5,1,14,sweep_set,1.4,0.001,0.909057,9.99474e-05,9095.354,0,82272.68,1.21547031165145e-05,8938.425,0.0001118765330581,2.23662e-05,0.1999186,0,8968.356,0.0001115031562083,2.22917e-05,0.1999199,0,8974.945,0.0001114212956179,2.22752e-05,0.1999187,0,2026-06-22 11:26:29
5,1,15,fixed_reset,1.5,0.001,1.497963,4.4536e-05,33634.88,0,8974.945,0.0001114212956179,159882.4,6.25459712888973e-06,1.2506e-06,0.1999489,0,160189.8,6.24259472201102e-06,1.2482e-06,0.1999489,0,145375.0,6.87876182287188e-06,1.3754e-06,0.1999488,0,2026-06-22 11:26:40
5,1,15,sweep_set,1.5,0.001,0.902174,9.99437e-05,9026.822,0,145375.0,6.87876182287188e-06,8726.123,0.0001145984304828,2.29103e-05,0.1999181,0,8716.916,0.0001147194718866,2.29345e-05,0.1999181,0,8717.595,0.0001147105365642,2.29327e-05,0.199918,0,2026-06-22 11:26:51
5,2,1,fixed_set,1.5,0.001,0.88032,9.9958e-05,8806.899,0,8717.595,0.0001147105365642,8803.711,0.0001135884628652,2.27084e-05,0.1999182,0,8828.875,0.0001132647137942,2.26437e-05,0.1999184,0,8824.87,0.0001133161168379,2.2654e-05,0.1999186,0,2026-06-22 11:27:02
5,2,1,sweep_reset,0.1,0.001,0.0999896,1.1801e-05,8472.977,0,8824.87,0.0001133161168379,8826.9,0.0001132900565317,2.26487e-05,0.1999178,0,8832.928,0.0001132127421394,2.26333e-05,0.1999183,0,8809.759,0.0001135104830904,2.26928e-05,0.1999181,0,2026-06-22 11:27:13
5,2,2,fixed_set,1.5,0.001,0.853462,9.99586e-05,8538.155,0,8809.759,0.0001135104830904,8790.107,0.0001137642579322,2.27435e-05,0.1999178,0,8784.683,0.0001138345003456,2.27576e-05,0.1999183,0,8788.583,0.0001137839854274,2.27475e-05,0.1999183,0,2026-06-22 11:27:24
5,2,2,sweep_reset,0.2,0.001,0.1999707,2.4024e-05,8323.789,0,8788.583,0.0001137839854274,8789.974,0.000113765979285,2.27439e-05,0.1999183,0,8785.455,0.0001138244974221,2.27556e-05,0.1999183,0,8790.863,0.00011375447439,2.27416e-05,0.1999183,0,2026-06-22 11:27:34
5,2,3,fixed_set,1.5,0.001,0.86137,9.99585e-05,8617.276,0,8790.863,0.00011375447439,8444.62,0.0001184185907714,2.36739e-05,0.1999171,0,8640.327,0.0001157363604409,2.31377e-05,0.1999173,0,8641.245,0.0001157240652243,2.31353e-05,0.1999178,0,2026-06-22 11:27:45
5,2,3,sweep_reset,0.3,0.001,0.299937,3.7705e-05,7954.834,0,8641.245,0.0001157240652243,8828.368,0.0001132712184177,2.2645e-05,0.1999184,0,8830.439,0.0001132446529555,2.26397e-05,0.1999185,0,8830.062,0.0001132494879424,2.26406e-05,0.1999179,0,2026-06-22 11:27:56
5,2,4,fixed_set,1.5,0.001,0.85355,9.99587e-05,8539.027,0,8830.062,0.0001132494879424,9025.286,0.0001107998128812,2.2151e-05,0.1999191,0,9041.858,0.0001105967379713,2.21104e-05,0.1999191,0,9033.546,0.0001106985008987,2.21307e-05,0.1999187,0,2026-06-22 11:28:07
5,2,4,sweep_reset,0.4,0.001,0.399894,5.01e-05,7981.916,0,9033.546,0.0001106985008987,8755.286,0.0001142167143369,2.2834e-05,0.1999182,0,8764.08,0.0001141021076941,2.28111e-05,0.1999183,0,8783.101,0.0001138550040583,2.27617e-05,0.1999183,0,2026-06-22 11:28:18
5,2,5,fixed_set,1.5,0.001,0.853012,9.99587e-05,8533.644,0,8783.101,0.0001138550040583,8322.164,0.0001201610542642,2.40222e-05,0.1999167,0,8322.303,0.0001201590473213,2.40218e-05,0.1999167,0,8222.453,0.0001216182080943,2.43134e-05,0.1999158,0,2026-06-22 11:28:29
5,2,5,sweep_reset,0.5,0.001,0.499833,6.1548e-05,8121.027,0,8222.453,0.0001216182080943,8867.846,0.0001127669560341,2.25442e-05,0.1999185,0,8872.967,0.0001127018730036,2.25312e-05,0.1999186,0,8870.92,0.0001127278794082,2.25364e-05,0.1999186,0,2026-06-22 11:28:40
5,2,6,fixed_set,1.5,0.001,0.834301,9.99586e-05,8346.465,0,8870.92,0.0001127278794082,7989.709,0.0001251610039865,2.50216e-05,0.1999153,0,7990.543,0.0001251479405091,2.5019e-05,0.1999154,0,7989.07,0.0001251710148991,2.50236e-05,0.1999153,0,2026-06-22 11:28:51
5,2,6,sweep_reset,0.6,0.001,0.599753,7.3039e-05,8211.408,0,7989.07,0.0001251710148991,9206.088,0.0001086237715737,2.1716e-05,0.1999194,0,9215.565,0.0001085120662704,2.16937e-05,0.1999197,0,9210.046,0.0001085770907115,2.17067e-05,0.1999197,0,2026-06-22 11:29:02
5,2,7,fixed_set,1.5,0.001,0.896858,9.99584e-05,8972.312,0,9210.046,0.0001085770907115,9017.51,0.0001108953580312,2.21701e-05,0.1999191,0,8996.157,0.0001111585758229,2.22227e-05,0.1999189,0,9044.599,0.0001105632212108,2.21037e-05,0.1999191,0,2026-06-22 11:29:13
5,2,7,sweep_reset,0.7,0.001,0.699661,7.7431e-05,9035.929,0,9044.599,0.0001105632212108,11434.56,8.74541740128173e-05,1.74843e-05,0.1999253,0,11239.62,8.89709794459243e-05,1.77875e-05,0.1999248,0,11307.14,8.84396938571557e-05,1.76813e-05,0.1999249,0,2026-06-22 11:29:24
5,2,8,fixed_set,1.5,0.001,0.885466,9.99571e-05,8858.46,0,11307.14,8.84396938571557e-05,9338.962,0.0001070782812907,2.14071e-05,0.1999201,0,9338.352,0.0001070852758602,2.14085e-05,0.1999201,0,9356.932,0.0001068726373131,2.1366e-05,0.1999202,0,2026-06-22 11:29:35
5,2,8,sweep_reset,0.8,0.001,0.799542,8.4716e-05,9437.91,0,9356.932,0.0001068726373131,11169.16,8.95322477249856e-05,1.78997e-05,0.1999246,0,11241.54,8.89557836381848e-05,1.77845e-05,0.1999251,0,11251.22,8.88792504279536e-05,1.77692e-05,0.1999251,0,2026-06-22 11:29:46
5,2,9,fixed_set,1.5,0.001,0.886753,9.99569e-05,8871.354,0,11251.22,8.88792504279536e-05,8041.928,0.0001243482906089,2.48591e-05,0.1999151,0,8038.65,0.000124398997344,2.48693e-05,0.1999156,0,8053.254,0.0001241734086618,2.48242e-05,0.1999156,0,2026-06-22 11:29:57
5,2,9,sweep_reset,0.9,0.001,0.899357,4.6425e-05,19372.26,0,8053.254,0.0001241734086618,53218.07,1.87906100315175e-05,3.7571e-06,0.1999456,0,53517.2,1.86855814579238e-05,3.7361e-06,0.1999456,0,52307.5,1.91177173445491e-05,3.8225e-06,0.1999454,0,2026-06-22 11:30:08
5,2,10,fixed_set,1.5,0.001,0.934393,9.99546e-05,9348.174,0,52307.5,1.91177173445491e-05,10712.9,9.33454060058434e-05,1.8662e-05,0.1999241,0,10712.76,9.33466258928605e-05,1.86622e-05,0.1999237,0,10832.19,9.23174353477921e-05,1.84564e-05,0.1999233,0,2026-06-22 11:30:19
5,2,10,sweep_reset,1.0,0.001,0.999244,4.3026e-05,23224.19,0,10832.19,9.23174353477921e-05,53478.42,1.86991313505522e-05,3.7388e-06,0.1999451,0,55152.84,1.81314325789932e-05,3.6253e-06,0.1999456,0,55639.39,1.79728785667851e-05,3.5936e-06,0.1999457,0,2026-06-22 11:30:30
5,2,11,fixed_set,1.5,0.001,0.942729,9.99521e-05,9431.808,0,55639.39,1.79728785667851e-05,9898.148,0.0001010290005766,2.01979e-05,0.1999218,0,9897.511,0.0001010355027642,2.01992e-05,0.1999218,0,9898.344,0.0001010270000719,2.01975e-05,0.1999218,0,2026-06-22 11:30:41
5,2,12,fixed_set,1.5,0.001,0.900986,9.99512e-05,9014.259,0,45875.6,2.17980800251114e-05,9942.114,0.0001005822302983,2.01086e-05,0.199922,0,10004.46,9.99554198827323e-05,1.99833e-05,0.1999222,0,9998.36,0.00010001640269,1.99955e-05,0.1999222,0,2026-06-22 11:31:03
5,2,12,sweep_reset,1.2,0.001,1.198789,4.0889e-05,29318.13,0,9998.36,0.00010001640269,92286.39,1.08358339729184e-05,2.1666e-06,0.1999477,0,99052.71,1.00956349402253e-05,2.0186e-06,0.1999478,0,94829.4,1.05452528435274e-05,2.1085e-06,0.1999478,0,2026-06-22 11:31:14
5,2,13,fixed_set,1.5,0.001,0.900834,9.99496e-05,9012.882,0,94829.4,1.05452528435274e-05,9160.87,0.0001091599378661,2.18232e-05,0.1999195,0,9154.913,0.0001092309670228,2.18374e-05,0.1999195,0,9158.436,0.0001091889488554,2.1829e-05,0.1999195,0,2026-06-22 11:31:25
5,2,13,sweep_reset,1.3,0.001,1.298568,3.577e-05,36303.27,0,9158.436,0.0001091889488554,94690.0,1.05607772732073e-05,2.1116e-06,0.1999474,0,99894.03,1.00106082415536e-05,2.0016e-06,0.1999479,0,99062.33,1.00946545472936e-05,2.0184e-06,0.1999474,0,2026-06-22 11:31:36
5,2,14,fixed_set,1.5,0.001,0.953763,9.99472e-05,9542.669,0,99062.33,1.00946545472936e-05,10465.05,9.55561607445736e-05,1.91039e-05,0.1999233,0,10442.09,9.57662690131956e-05,1.91459e-05,0.1999233,0,10491.75,9.53129840112469e-05,1.90553e-05,0.1999234,0,2026-06-22 11:31:47
5,2,14,sweep_reset,1.4,0.001,1.398476,3.8763e-05,36077.6,0,10491.75,9.53129840112469e-05,163396.6,6.12007838596397e-06,1.2237e-06,0.1999484,0,162785.2,6.14306460292459e-06,1.2283e-06,0.199949,0,168975.7,5.91801069621253e-06,1.1833e-06,0.199949,0,2026-06-22 11:31:58
5,2,15,fixed_set,1.5,0.001,0.877951,9.99455e-05,8784.297,0,168975.7,5.91801069621253e-06,9099.047,0.0001099016193673,2.19714e-05,0.1999188,0,9104.54,0.0001098353129317,2.19582e-05,0.1999193,0,9101.431,0.0001098728320854,2.19657e-05,0.1999193,0,2026-06-22 11:32:09
5,2,15,sweep_reset,1.5,0.001,1.498006,4.9965e-05,29981.11,0,9101.431,0.0001098728320854,151167.2,6.61519165533264e-06,1.3227e-06,0.1999488,0,166749.1,5.99703386704936e-06,1.1991e-06,0.1999489,0,154126.9,6.48816008107605e-06,1.2973e-06,0.1999488,0,2026-06-22 11:32:20
6,1,1,fixed_reset,1.5,0.001,1.498739,4.9e-05,30586.51,0,154126.9,6.48816008107605e-06,145396.1,6.87776357137502e-06,1.3752e-06,0.1999487,0,147607.3,6.77473268598504e-06,1.3546e-06,0.1999488,0,159423.5,6.27260096535329e-06,1.2542e-06,0.1999489,0,2026-06-22 11:32:31
6,1,1,sweep_set,0.1,0.001,0.0999744,5.824e-07,171659.3,0,159423.5,6.27260096535329e-06,159220.3,6.28060617898597e-06,1.2558e-06,0.1999489,0,159588.9,6.26609996058623e-06,1.2529e-06,0.1999489,0,159627.0,6.26460435891171e-06,1.2526e-06,0.1999488,0,2026-06-22 11:32:42
6,1,2,sweep_set,0.2,0.001,0.1999474,2.3851e-06,83831.87,0,83909.27,1.1917634368646e-05,83838.9,1.19276374093649e-05,2.3849e-06,0.1999474,0,80976.51,1.23492602978321e-05,2.4692e-06,0.1999472,0,78583.24,1.27253597586457e-05,2.5444e-06,0.1999472,0,2026-06-22 11:33:04
6,1,3,sweep_set,0.3,0.001,0.299921,3.5629e-06,84178.9,0,94186.11,1.06172767937863e-05,91551.1,1.09228616586802e-05,2.184e-06,0.1999476,0,91551.1,1.09228616586802e-05,2.184e-06,0.1999476,0,91546.91,1.09233615858799e-05,2.1841e-06,0.1999476,0,2026-06-22 11:33:26
6,1,4,sweep_set,0.4,0.001,0.399896,3.142e-06,127274.3,0,129324.4,7.73249286290909e-06,117616.6,8.50220121989583e-06,1.7e-06,0.1999482,0,116751.3,8.56521511966034e-06,1.7126e-06,0.1999482,0,117519.9,8.50919716575661e-06,1.7014e-06,0.1999483,0,2026-06-22 11:33:48
6,1,5,fixed_reset,1.5,0.001,1.498733,4.2916e-05,34922.48,0,117519.9,8.50919716575661e-06,135862.3,7.36039357496524e-06,1.4717e-06,0.1999485,0,132627.2,7.53993147710274e-06,1.5076e-06,0.1999487,0,140452.9,7.11982451056546e-06,1.4236e-06,0.1999487,0,2026-06-22 11:33:59
6,1,5,sweep_set,0.5,0.001,0.499869,5.0126e-06,99722.5,0,140452.9,7.11982451056546e-06,106656.1,9.37592880294704e-06,1.8747e-06,0.1999481,0,110652.0,9.03734229837689e-06,1.807e-06,0.1999482,0,111665.5,8.95531744361508e-06,1.7906e-06,0.1999482,0,2026-06-22 11:34:10
6,1,6,sweep_set,0.6,0.001,0.599842,7.8448e-06,76463.64,0,167742.4,5.96152195270844e-06,212531.1,4.7051937339994e-06,9.408e-07,0.1999493,0,198008.7,5.05028314412448e-06,1.0098e-06,0.1999492,0,195396.4,5.1178015562211e-06,1.0233e-06,0.1999491,0,2026-06-22 11:34:32
6,1,7,sweep_set,0.7,0.001,0.699806,1.70896e-05,40949.23,0,128592.5,7.77650329529327e-06,55685.87,1.79578769264088e-05,3.5906e-06,0.1999457,0,58096.67,1.72126905036037e-05,3.4416e-06,0.1999455,0,59826.49,1.67150036714506e-05,3.3421e-06,0.1999461,0,2026-06-22 11:34:54
6,1,8,fixed_reset,1.5,0.001,1.498691,4.5491e-05,32944.78,0,59826.49,1.67150036714506e-05,91828.65,1.0889847558469e-05,2.1774e-06,0.1999477,0,92286.39,1.08358339729184e-05,2.1666e-06,0.1999477,0,96826.97,1.03277010527129e-05,2.065e-06,0.1999477,0,2026-06-22 11:35:05
6,1,8,sweep_set,0.8,0.001,0.799727,4.86593e-05,16435.23,0,96826.97,1.03277010527129e-05,19774.98,5.05689512707472e-05,1.01106e-05,0.1999369,0,20489.16,4.88062956216848e-05,9.7582e-06,0.1999373,0,20695.96,4.83186090425378e-05,9.6607e-06,0.1999375,0,2026-06-22 11:35:16
6,1,9,sweep_set,0.9,0.001,0.866465,9.93394e-05,8722.269,0,192314.2,5.19982403795455e-06,8009.604,0.000124850117434,2.49594e-05,0.1999149,0,7997.928,0.0001250323833872,2.49959e-05,0.1999154,0,8074.27,0.0001238502056532,2.47596e-05,0.1999157,0,2026-06-22 11:35:38
