State,ListIndex,RepIndex,V_applied,PulseDur_s,U_out_immediate,I_immediate,R_immediate,R_before,G_before,R_after_1s,G_after_1s,I_after_1s,R_after_5s,G_after_5s,I_after_5s,R_after_10s,G_after_10s,I_after_10s,time_stamp,T_immediate,U_after_1s,T_after_1s,U_after_5s,T_after_5s,U_after_10s,T_after_10s
reset,0,0,1.4,0.1,1.397497,5.292e-05,26407.73,8756.735,0.000114197814596422,77867.12,1.28423909860799e-05,2.5678e-06,84834.91,1.17876001754466e-05,2.3569e-06,85026.11,1.17610931512685e-05,2.3516e-06,2025-11-06 18:19:40,0,0.1999472,0,0.1999474,0,0.1999474,0
reset,0,0,0.6,0.1,0.599794,1.0828e-05,55392.87,85026.11,1.17610931512685e-05,86542.37,1.15550336788789e-05,2.3104e-06,85349.13,1.17165810594672e-05,2.3427e-06,85047.81,1.17580923012597e-05,2.351e-06,2025-11-06 18:19:51,0,0.1999475,0,0.1999474,0,0.1999474,0
reset,0,0,0.1,0.1,0.0999898,1.091e-06,91649.68,85047.81,1.17580923012597e-05,85634.2,1.16775774164995e-05,2.3349e-06,85696.64,1.16690689389922e-05,2.3332e-06,85586.55,1.16840788651955e-05,2.3362e-06,2025-11-06 18:20:02,0,0.1999473,0,0.1999474,0,0.1999473,0
reset,0,0,1.2,0.1,1.199188,3.5973e-05,33335.78,85586.55,1.16840788651955e-05,94887.86,1.05387559588761e-05,2.1072e-06,88343.13,1.13194993204339e-05,2.2633e-06,88444.95,1.13064680346362e-05,2.2607e-06,2025-11-06 18:20:13,0,0.1999477,0,0.199947,0,0.1999475,0
set,0,0,0.053,0.1,0.0529861,5.48e-07,96689.96,88444.95,1.13064680346362e-05,89091.25,1.12244468452289e-05,2.2443e-06,89174.69,1.12139442256542e-05,2.2422e-06,88432.99,1.13079971625974e-05,2.261e-06,2025-11-06 18:20:24,0,0.1999475,0,0.1999475,0,0.199947,0
reset,0,0,0.4,0.1,0.399903,6.567e-06,60895.84,88432.99,1.13079971625974e-05,88597.79,1.12869632526951e-05,2.2568e-06,87005.53,1.14935223082947e-05,2.2981e-06,86907.25,1.1506519881828e-05,2.3007e-06,2025-11-06 18:20:35,0,0.1999475,0,0.1999474,0,0.1999475,0
reset,0,0,0.8,0.1,0.799638,2.2112e-05,36163.08,86907.25,1.1506519881828e-05,70312.02,1.42223193132554e-05,2.8437e-06,71447.85,1.3996222419569e-05,2.7985e-06,71170.64,1.40507377761391e-05,2.8094e-06,2025-11-06 18:20:46,0,0.1999463,0,0.1999468,0,0.1999468,0
set,0,0,1.378,0.1,0.862204,9.99404e-05,8627.182,71170.64,1.40507377761391e-05,8093.196,0.000123560581011506,2.47017e-05,8056.009,0.000124130943746463,2.48157e-05,8055.652,0.000124136444821599,2.48168e-05,2025-11-06 18:20:57,0,0.1999157,0,0.1999155,0,0.1999155,0
reset,0,0,0.1,0.1,0.0999896,1.3107e-05,7628.717,8055.652,0.000124136444821599,8055.1,0.000124144951645541,2.48185e-05,8055.631,0.000124136768429438,2.48169e-05,8056.463,0.00012412394868567,2.48143e-05,2025-11-06 18:21:08,0,0.1999155,0,0.1999158,0,0.1999155,0
reset,0,0,0.5,0.1,0.499834,6.4326e-05,7770.326,8732.827,0.000114510455777951,8354.186,0.000119700471117114,2.39301e-05,8501.833,0.000117621694051153,2.35146e-05,8306.418,0.000120388836680263,2.40678e-05,2025-12-04 10:13:56,0,0.1999165,0,0.1999172,0,0.1999172,0
reset,0,0,1.2,0.1,1.198791,5.6429e-05,21244.24,8306.418,0.000120388836680263,69320.03,1.44258448820637e-05,2.8844e-06,74407.23,1.34395541938599e-05,2.6872e-06,73069.36,1.36856269166721e-05,2.7364e-06,2025-12-04 10:14:07,0,0.1999467,0,0.1999471,0,0.199947,0
set,0,0,0.647,0.1,0.646798,2.83633e-05,22804.05,73069.36,1.36856269166721e-05,29395.01,3.40193794797144e-05,6.8019e-06,29900,3.34448160535117e-05,6.687e-06,29616.98,3.37644148728196e-05,6.7509e-06,2025-12-04 10:14:18,0,0.1999419,0,0.1999413,0,0.1999413,0
reset,0,0,1.2,0.1,1.199104,4.1819e-05,28673.67,29616.98,3.37644148728196e-05,82432.14,1.21311905768794e-05,2.4256e-06,83051.84,1.20406724282087e-05,2.4075e-06,83499.29,1.19761497373211e-05,2.3946e-06,2025-12-04 10:14:29,0,0.1999474,0,0.1999473,0,0.1999474,0
set,0,0,1.226,0.1,0.991293,9.99094e-05,9921.919,83499.29,1.19761497373211e-05,13710.14,7.29387154325193e-05,1.45827e-05,13623.33,7.3403492391361e-05,1.46756e-05,13621.56,7.3413030519265e-05,1.46775e-05,2025-12-04 10:14:40,0,0.1999308,0,0.1999306,0,0.1999305,0
set,0,0,1.493,0.1,0.923752,9.99544e-05,9241.734,13621.56,7.3413030519265e-05,9471.234,0.000105582862803305,2.11082e-05,9462.752,0.00010567750269689,2.11271e-05,9485.564,0.000105423357008608,2.10763e-05,2025-12-04 10:14:51,0,0.1999207,0,0.1999205,0,0.1999206,0
reset,0,0,0.8,0.1,0.799538,9.6328e-05,8300.162,9485.564,0.000105423357008608,12751.21,7.84239299642936e-05,1.56792e-05,12516.41,7.98951136947415e-05,1.59733e-05,12490.49,8.00609103405871e-05,1.60064e-05,2025-12-04 10:15:02,0,0.1999288,0,0.1999283,0,0.1999278,0
reset,0,0,0.3,0.1,0.299939,2.7234e-05,11013.4,12490.49,8.00609103405871e-05,12081.23,8.27730289051694e-05,1.65484e-05,11744.48,8.51463836627931e-05,1.7023e-05,11756.91,8.5056362598676e-05,1.7005e-05,2025-12-04 10:15:13,0,0.1999251,0,0.1999262,0,0.1999263,0
set,0,0,1.153,0.1,0.75521,9.99493e-05,7555.931,11756.91,8.5056362598676e-05,7359.195,0.000135884427576657,2.71649e-05,7359.268,0.000135883079675859,2.71647e-05,7169.116,0.000139487211533472,2.7885e-05,2025-12-04 10:15:24,0,0.1999118,0,0.1999123,0,0.1999108,0
reset,0,0,0.4,0.1,0.399891,6.0697e-05,6588.316,7169.116,0.000139487211533472,7202.198,0.000138846502137264,2.7757e-05,7160.759,0.000139650000789022,2.79176e-05,7153.668,0.000139788427419332,2.79453e-05,2025-12-04 10:15:35,0,0.1999114,0,0.1999112,0,0.1999114,0
set,0,0,0.385,0.1,0.384844,5.32963e-05,7220.839,7153.668,0.000139788427419332,7212.986,0.000138638838339628,2.77155e-05,7236.156,0.000138194920065294,2.76267e-05,7224.175,0.000138424110711604,2.76726e-05,2025-12-04 10:15:46,0,0.1999115,0,0.1999111,0,0.1999117,0
set,0,0,0.893,0.1,0.764828,9.99441e-05,7652.558,7224.175,0.000138424110711604,7365.345,0.000135770965243312,2.71423e-05,7339.623,0.000136246779977664,2.72373e-05,7317.5,0.000136658694909464,2.73197e-05,2025-12-04 10:15:57,0,0.1999124,0,0.1999115,0,0.1999119,0
set,0,0,0.385,0.1,0.384844,5.26698e-05,7306.73,7317.5,0.000136658694909464,7299.921,0.0001369877838404,2.73855e-05,7325.843,0.000136503061831928,2.72886e-05,7329.523,0.000136434526503294,2.72749e-05,2025-12-04 10:16:08,0,0.199912,0,0.199912,0,0.199912,0
reset,0,0,0.4,0.1,0.399891,6.1543e-05,6497.75,7329.523,0.000136434526503294,7226.966,0.00013837065235951,2.76619e-05,7222.657,0.000138453203578683,2.76784e-05,7220.202,0.000138500280186067,2.76878e-05,2025-12-04 10:16:19,0,0.1999116,0,0.1999116,0,0.1999115,0
reset,0,0,1.1,0.1,1.098564,6.1253e-05,17934.86,7220.202,0.000138500280186067,49465.65,2.0216048914752e-05,4.0421e-06,51788.57,1.93092800206687e-05,3.8608e-06,50859.82,1.9661886337781e-05,3.9313e-06,2025-12-04 10:16:30,0,0.1999451,0,0.1999453,0,0.1999452,0
set,0,0,0.053,0.1,0.0529856,8.569e-07,61834.05,50859.82,1.9661886337781e-05,49735.14,2.01065081952117e-05,4.0202e-06,49767.3,2.00935152198331e-05,4.0176e-06,49593.1,2.01640954084338e-05,4.0317e-06,2025-12-04 10:16:41,0,0.1999452,0,0.1999451,0,0.1999445,0
set,0,0,1.076,0.1,0.840887,9.99301e-05,8414.752,49593.1,2.01640954084338e-05,8203.449,0.000121899947205133,2.43697e-05,8201.686,0.000121926150306169,2.4375e-05,8202.696,0.000121911137508936,2.4372e-05,2025-12-04 10:16:52,0,0.1999156,0,0.1999161,0,0.1999161,0
reset,0,0,1.2,0.1,1.198603,6.8144e-05,17589.27,8202.696,0.000121911137508936,48304.06,2.07021935630256e-05,4.1393e-06,49962.59,2.0014975204448e-05,4.0019e-06,50689.64,1.97278970614114e-05,3.9445e-06,2025-12-04 10:17:03,0,0.199945,0,0.1999453,0,0.1999453,0
set,0,0,0.494,0.1,0.49386,1.06254e-05,46479.19,50689.64,1.97278970614114e-05,55381.82,1.80564669055658e-05,3.6103e-06,44489.45,2.24772389858719e-05,4.4942e-06,44563.8,2.24397380833771e-05,4.4867e-06,2025-12-04 10:17:14,0,0.199945,0,0.1999445,0,0.1999444,0
set,0,0,0.829,0.1,0.828686,8.12318e-05,10201.5,44563.8,2.24397380833771e-05,8849.554,0.000113000044974018,2.25908e-05,8878.09,0.000112636839680607,2.25182e-05,8880.929,0.000112600832638117,2.2511e-05,2025-12-04 10:17:25,0,0.1999185,0,0.1999186,0,0.1999186,0
reset,0,0,1.1,0.1,1.098902,6.017e-05,18263.29,8880.929,0.000112600832638117,52652.63,1.89924036083288e-05,3.7974e-06,57983.93,1.72461576854139e-05,3.4483e-06,57936.86,1.72601690875204e-05,3.4511e-06,2025-12-04 10:17:36,0,0.1999431,0,0.199946,0,0.1999459,0
set,0,0,1.226,0.1,0.921604,9.99384e-05,9221.721,57936.86,1.72601690875204e-05,9385.73,0.000106544722680069,2.13004e-05,9387.56,0.000106523952976066,2.12963e-05,9401.117,0.000106370338758682,2.12656e-05,2025-12-04 10:17:47,0,0.1999198,0,0.1999203,0,0.1999204,0
reset,0,0,0.3,0.1,0.299939,3.4826e-05,8612.502,9401.117,0.000106370338758682,9402.134,0.000106358833005358,2.12633e-05,9394.423,0.000106446132987625,2.12807e-05,9396.036,0.000106427859578231,2.12771e-05,2025-12-04 10:17:58,0,0.1999204,0,0.1999199,0,0.1999204,0
reset,0,0,1.1,0.1,1.098861,4.541e-05,24198.66,9396.036,0.000106427859578231,61355.74,1.62983935977302e-05,3.2588e-06,67939.65,1.47189454169988e-05,2.943e-06,65769.68,1.52045745091051e-05,3.0401e-06,2025-12-04 10:18:09,0,0.1999461,0,0.1999464,0,0.1999464,0
set,0,0,0.952,0.1,0.879217,9.97013e-05,8818.511,65769.68,1.52045745091051e-05,8656.324,0.00011552247813275,2.3095e-05,8657.936,0.000115500969284134,2.30907e-05,8660.036,0.000115472961082379,2.30851e-05,2025-12-04 10:18:20,0,0.1999178,0,0.1999178,0,0.1999178,0
reset,0,0,1.3,0.1,1.298191,6.1605e-05,21072.82,8660.036,0.000115472961082379,50290.58,1.98844395908737e-05,3.9758e-06,52324,1.91116887088143e-05,3.8213e-06,54030.48,1.85080717402474e-05,3.7006e-06,2025-12-04 10:18:31,0,0.1999453,0,0.1999457,0,0.1999452,0
set,0,0,0.299,0.1,0.298917,6.7731e-06,44132.97,54030.48,1.85080717402474e-05,52303.39,1.91192196146368e-05,3.8228e-06,52059.62,1.92087456650663e-05,3.8407e-06,52107.14,1.91912279200125e-05,3.8372e-06,2025-12-04 10:18:42,0,0.1999454,0,0.1999454,0,0.1999455,0
reset,0,0,0.7,0.1,0.699718,2.4921e-05,28077.44,52107.14,1.91912279200125e-05,44537.02,2.24532310424002e-05,4.4894e-06,44049.33,2.27018208903518e-05,4.5391e-06,43051.55,2.32279674018705e-05,4.6443e-06,2025-12-04 10:18:53,0,0.1999445,0,0.1999443,0,0.1999443,0
reset,0,0,1.5,0.1,1.49862,6.2861e-05,23840.22,43051.55,2.32279674018705e-05,87761.71,1.13944908320496e-05,2.2783e-06,89634.24,1.11564509276812e-05,2.2307e-06,91976.49,1.0872343573885e-05,2.1739e-06,2025-12-04 10:19:04,0,0.1999475,0,0.1999471,0,0.1999477,0
set,0,0,0.829,0.1,0.828716,6.55358e-05,12645.24,91976.49,1.0872343573885e-05,12056.21,8.29448060377183e-05,1.65829e-05,12065.45,8.28812849914425e-05,1.65702e-05,12057.14,8.29384082792437e-05,1.65816e-05,2025-12-04 10:19:15,0,0.199927,0,0.1999269,0,0.1999267,0
set,0,0,1.226,0.1,0.901227,9.99456e-05,9017.175,12057.14,8.29384082792437e-05,8466.723,0.000118109450374129,2.36121e-05,8469.628,0.00011806893998178,2.3604e-05,8466.866,0.000118107455580376,2.36117e-05,2025-12-04 10:19:26,0,0.1999171,0,0.1999171,0,0.1999171,0
set,0,0,1.493,0.1,0.858369,9.99584e-05,8587.262,8466.866,0.000118107455580376,8372.142,0.000119443745698532,2.38788e-05,8563.061,0.00011678066990297,2.33465e-05,8549.251,0.000116969311112751,2.33842e-05,2025-12-04 10:19:37,0,0.1999167,0,0.1999175,0,0.1999174,0
reset,0,0,0.4,0.1,0.399894,5.3156e-05,7523.027,8549.251,0.000116969311112751,8430.008,0.000118623849467284,2.37149e-05,8407.328,0.000118943854694381,2.37789e-05,8359.438,0.000119625266674626,2.39151e-05,2025-12-04 10:19:48,0,0.1999168,0,0.199917,0,0.1999168,0
reset,0,0,0.6,0.1,0.599755,7.9695e-05,7525.629,8359.438,0.000119625266674626,8859.611,0.000112871772812599,2.25651e-05,8857.317,0.000112901006026994,2.2571e-05,8856.689,0.000112909011482734,2.25726e-05,2025-12-04 10:19:59,0,0.199918,0,0.1999185,0,0.1999185,0
reset,0,0,1,0.1,0.999175,5.4602e-05,18299.24,8856.689,0.000112909011482734,35481.73,2.81835186728494e-05,5.6351e-06,36975.76,2.70447449896905e-05,5.4074e-06,36506.62,2.73922921377e-05,5.4769e-06,2025-12-04 10:20:10,0,0.1999431,0,0.1999427,0,0.1999431,0
set,0,0,1.076,0.1,0.920226,9.99172e-05,9209.886,36506.62,2.73922921377e-05,11306.71,8.84430572642263e-05,1.7682e-05,11298.91,8.850411234358e-05,1.76942e-05,11305.56,8.84520536797823e-05,1.76838e-05,2025-12-04 10:20:21,0,0.1999253,0,0.1999252,0,0.1999252,0
set,0,0,0.829,0.1,0.828718,8.35331e-05,9920.834,11305.56,8.84520536797823e-05,13565.53,7.37162499364197e-05,1.47381e-05,13469.47,7.42419709164503e-05,1.48432e-05,13627.76,7.33796309885117e-05,1.46708e-05,2025-12-04 10:20:32,0,0.1999302,0,0.1999301,0,0.1999301,0
set,0,0,0.952,0.1,0.948659,9.3958e-05,10096.63,13627.76,7.33796309885117e-05,8905.541,0.000112289640797791,2.24488e-05,8905.62,0.000112288644698516,2.24486e-05,8906.294,0.000112280147051063,2.24469e-05,2025-12-04 10:20:43,0,0.1999187,0,0.1999187,0,0.1999187,0
set,0,0,0.17,0.1,0.169931,1.8903e-05,8989.631,8906.294,0.000112280147051063,8906.175,0.000112281647284047,2.24472e-05,8905.122,0.000112294924202049,2.24498e-05,8906.652,0.000112275633986822,2.2446e-05,2025-12-04 10:20:54,0,0.1999187,0,0.1999182,0,0.1999187,0
reset,0,0,1.3,0.1,1.298433,5.2375e-05,24791.08,8906.652,0.000112275633986822,86359.18,1.15795448729365e-05,2.3153e-06,92341.8,1.08293318951981e-05,2.1653e-06,93337.5,1.07138074193116e-05,2.1422e-06,2025-12-04 10:21:05,0,0.1999474,0,0.1999477,0,0.1999476,0
set,0,0,0.829,0.1,0.828731,4.44994e-05,18623.42,93337.5,1.07138074193116e-05,27103.97,3.68949640956657e-05,7.3768e-06,27124.57,3.68669438815067e-05,7.3712e-06,27131.56,3.68574457200397e-05,7.3693e-06,2025-12-04 10:21:16,0,0.1999406,0,0.1999406,0,0.1999406,0
reset,0,0,0.8,0.1,0.799607,3.6138e-05,22126.49,27131.56,3.68574457200397e-05,42714.93,2.34110181147435e-05,4.6809e-06,39923.94,2.50476280647651e-05,5.0081e-06,38133.07,2.62239573157892e-05,5.2433e-06,2025-12-04 10:21:27,0,0.1999443,0,0.1999431,0,0.1999431,0
set,0,0,0.647,0.1,0.646776,4.78394e-05,13519.73,38133.07,2.62239573157892e-05,16765.28,5.96470801561322e-05,1.19255e-05,16778.1,5.96015043419696e-05,1.19164e-05,16805.44,5.95045413865986e-05,1.1897e-05,2025-12-04 10:21:38,0,0.1999343,0,0.1999345,0,0.1999343,0
set,0,0,0.893,0.1,0.882578,9.59391e-05,9199.357,16805.44,5.95045413865986e-05,8480.95,0.000117911318897058,2.35725e-05,8480.997,0.00011791066545596,2.35723e-05,8481.346,0.000117905813534786,2.35714e-05,2025-12-04 10:21:49,0,0.1999172,0,0.1999166,0,0.1999172,0
reset,0,0,1.5,0.1,1.497897,6.2149e-05,24101.71,8481.346,0.000117905813534786,102742.9,9.73303264751141e-06,1.9461e-06,88094.24,1.13514799605513e-05,2.2697e-06,85181.87,1.17395873088957e-05,2.3473e-06,2025-12-04 10:22:00,0,0.199948,0,0.1999475,0,0.1999474,0
reset,0,0,1,0.1,0.999432,2.8679e-05,34848.91,85181.87,1.17395873088957e-05,81895.27,1.22107174199438e-05,2.4415e-06,81140.86,1.23242469946707e-05,2.4642e-06,81591.16,1.22562297190039e-05,2.4506e-06,2025-12-04 10:22:11,0,0.1999473,0,0.1999473,0,0.1999473,0
reset,0,0,0.1,0.1,0.0999899,1.213e-06,82431.9,81591.16,1.22562297190039e-05,82646.72,1.20996937325522e-05,2.4193e-06,83276.68,1.20081636299622e-05,2.401e-06,81962.37,1.22007208917946e-05,2.4395e-06,2025-12-04 10:22:22,0,0.1999472,0,0.1999473,0,0.1999472,0
reset,0,0,0.9,0.1,0.899541,2.2658e-05,39700.81,81962.37,1.22007208917946e-05,89494.05,1.11739272052164e-05,2.2342e-06,90212.73,1.10849100786552e-05,2.2164e-06,86095.16,1.16150547835674e-05,2.3224e-06,2025-12-04 10:22:33,0,0.1999476,0,0.1999475,0,0.1999474,0
set,0,0,1.076,0.1,0.893184,9.98563e-05,8944.694,86095.16,1.16150547835674e-05,7878.66,0.000126925137015685,2.53742e-05,7900.334,0.000126576927000808,2.53046e-05,7892.611,0.000126700783809059,2.53294e-05,2025-12-04 10:22:44,0,0.1999147,0,0.1999148,0,0.1999151,0
set,0,0,1.226,0.1,0.853613,9.99541e-05,8540.05,7892.611,0.000126700783809059,7929.485,0.000126111594889201,2.52116e-05,7930.271,0.000126099095478578,2.52091e-05,7923.985,0.000126199128342621,2.52291e-05,2025-12-04 10:22:55,0,0.199915,0,0.199915,0,0.199915,0
set,0,0,0.829,0.1,0.82872,9.49223e-05,8730.509,7923.985,0.000126199128342621,9070.456,0.000110248040451329,2.20407e-05,9066.301,0.000110298566085551,2.20508e-05,9059.481,0.00011038159912251,2.20674e-05,2025-12-04 10:23:06,0,0.1999192,0,0.1999192,0,0.1999192,0
set,0,0,0.494,0.1,0.493818,5.46452e-05,9036.805,9059.481,0.00011038159912251,9067.91,0.000110278994829018,2.20469e-05,9069.651,0.000110257825797266,2.20426e-05,9061.11,0.000110361754796046,2.20635e-05,2025-12-04 10:23:17,0,0.1999193,0,0.1999187,0,0.1999198,0
reset,0,0,0.7,0.1,0.699659,7.0806e-05,9881.352,9061.11,0.000110361754796046,11027.34,9.06837006930048e-05,1.81299e-05,11037.94,9.05966149480791e-05,1.81125e-05,11034.71,9.06231337298398e-05,1.81178e-05,2025-12-04 10:23:28,0,0.1999246,0,0.1999247,0,0.1999246,0
set,0,0,1.076,0.1,0.838198,9.9946e-05,8386.509,11034.71,9.06231337298398e-05,8300.207,0.000120478922995535,2.40857e-05,8294.491,0.000120561948888726,2.41023e-05,8300.246,0.00012047835690653,2.40856e-05,2025-12-04 10:23:39,0,0.1999163,0,0.1999163,0,0.1999164,0
reset,0,0,1.3,0.1,1.298257,4.2401e-05,30618.55,8300.246,0.00012047835690653,53764.72,1.85995574793284e-05,3.7189e-06,54776.59,1.82559739479949e-05,3.6502e-06,54472.18,1.83579948516839e-05,3.6706e-06,2025-12-04 10:23:50,0,0.1999456,0,0.1999455,0,0.1999456,0
reset,0,0,0.6,0.1,0.599794,8.786e-06,68267.02,54472.18,1.83579948516839e-05,55095.2,1.81504014868809e-05,3.6291e-06,57277.93,1.74587314869794e-05,3.4908e-06,57518.58,1.73856865033873e-05,3.4762e-06,2025-12-04 10:24:01,0,0.199946,0,0.1999458,0,0.1999461,0
set,0,0,1.493,0.1,0.954053,9.99517e-05,9545.14,57518.58,1.73856865033873e-05,9905.745,0.00010095151853798,2.01824e-05,10007.45,9.99255554611814e-05,1.99773e-05,9991.015,0.000100089930802826,2.00102e-05,2025-12-04 10:24:12,0,0.1999217,0,0.1999219,0,0.1999222,0
set,0,0,0.647,0.1,0.646768,6.97744e-05,9269.417,9991.015,0.000100089930802826,10410.44,9.60574192829506e-05,1.92041e-05,10432.77,9.58518207532611e-05,1.9163e-05,10430.54,9.58723134180972e-05,1.91671e-05,2025-12-04 10:24:23,0,0.1999232,0,0.1999232,0,0.1999232,0
set,0,0,0.494,0.1,0.493818,5.24284e-05,9418.903,10430.54,9.58723134180972e-05,10314.72,9.69488265314037e-05,1.93823e-05,10355.16,9.65702123385829e-05,1.93066e-05,10288.97,9.71914584258677e-05,1.94308e-05,2025-12-04 10:24:34,0,0.199923,0,0.199923,0,0.199923,0
set,0,0,1.153,0.1,0.940113,9.99481e-05,9406.012,10288.97,9.71914584258677e-05,10267.3,9.73965891714472e-05,1.94718e-05,10249.71,9.75637359496025e-05,1.95052e-05,10252.77,9.7534617474107e-05,1.94994e-05,2025-12-04 10:24:45,0,0.1999228,0,0.1999226,0,0.1999228,0
reset,0,0,0.6,0.1,0.599765,6.4765e-05,9260.635,10252.77,9.7534617474107e-05,10669.77,9.37227325425009e-05,1.87374e-05,10687.52,9.3567076365705e-05,1.87063e-05,10814.95,9.24645976171873e-05,1.84859e-05,2025-12-04 10:24:56,0,0.1999237,0,0.1999239,0,0.1999241,0
set,0,0,1.378,0.1,0.958776,9.9954e-05,9592.172,10814.95,9.24645976171873e-05,10317,9.69274013763691e-05,1.9378e-05,10071.04,9.92946110828673e-05,1.98512e-05,9999.415,0.000100005850342245,1.99934e-05,2025-12-04 10:25:07,0,0.1999229,0,0.1999223,0,0.1999223,0
set,0,0,0.952,0.1,0.945809,9.89563e-05,9557.845,9999.415,0.000100005850342245,9746.463,0.000102601323167184,2.05122e-05,9731.651,0.000102757486884805,2.05434e-05,9733.755,0.000102735275338243,2.0539e-05,2025-12-04 10:25:18,0,0.1999214,0,0.1999212,0,0.1999216,0
reset,0,0,1.5,0.1,1.498078,5.6733e-05,26405.76,9733.755,0.000102735275338243,89533.9,1.11689538822725e-05,2.2332e-06,95417.66,1.04802402406431e-05,2.0955e-06,96831.71,1.03271955023824e-05,2.0649e-06,2025-12-04 10:25:28,0,0.1999471,0,0.1999477,0,0.1999478,0
set,0,0,1.378,0.1,0.864018,9.99459e-05,8644.857,96831.71,1.03271955023824e-05,8775.617,0.000113952101601517,2.27811e-05,8773.19,0.000113983625112416,2.27874e-05,8774.076,0.000113972115126425,2.27851e-05,2025-12-04 10:25:39,0,0.1999182,0,0.1999182,0,0.1999182,0
reset,0,0,0.7,0.1,0.699656,5.323e-05,13144.02,8774.076,0.000113972115126425,23262.25,4.2988103042483e-05,8.5949e-06,22342.93,4.47568873017102e-05,8.9487e-06,24822.6,4.02858685230395e-05,8.0547e-06,2025-12-04 10:25:50,0,0.1999367,0,0.1999402,0,0.1999386,0
reset,0,0,0.6,0.1,0.599783,4.2689e-05,14050.06,24822.6,4.02858685230395e-05,22117.32,4.52134345390852e-05,9.0399e-06,22630.56,4.41880360008767e-05,8.8349e-06,22731.16,4.39924755269859e-05,8.7958e-06,2025-12-04 10:26:01,0,0.1999384,0,0.1999387,0,0.1999387,0
reset,0,0,1.4,0.1,1.398604,4.4552e-05,31392.62,22731.16,4.39924755269859e-05,84806.12,1.17916018325093e-05,2.3577e-06,82646.8,1.20996820203565e-05,2.4193e-06,80848.81,1.23687658482543e-05,2.4731e-06,2025-12-04 10:26:12,0,0.1999474,0,0.1999474,0,0.1999472,0
set,0,0,0.053,0.1,0.0529862,5.192e-07,102053.5,80848.81,1.23687658482543e-05,88562.48,1.12914633826876e-05,2.2577e-06,87873.56,1.13799873363501e-05,2.2754e-06,88020.56,1.13609820251087e-05,2.2716e-06,2025-12-04 10:26:23,0,0.1999475,0,0.1999475,0,0.1999475,0
reset,0,0,0.8,0.1,0.799635,1.7074e-05,46833.49,88020.56,1.13609820251087e-05,44806.65,2.23181157261255e-05,4.4623e-06,32917.68,3.03788116294952e-05,6.074e-06,31840.43,3.14066110288083e-05,6.2795e-06,2025-12-04 10:26:34,0,0.1999407,0,0.199942,0,0.199942,0
reset,0,0,1.1,0.1,1.099287,3.5344e-05,31102.51,31840.43,3.14066110288083e-05,105080.9,9.5164773046291e-06,1.9028e-06,107395,9.31142045719074e-06,1.8618e-06,107302.5,9.31944735677174e-06,1.8634e-06,2025-12-04 10:26:45,0,0.199948,0,0.1999481,0,0.1999475,0
set,0,0,0.952,0.1,0.942157,9.74662e-05,9666.5,107302.5,9.31944735677174e-06,10499.5,9.52426306014572e-05,1.90412e-05,10511.75,9.51316384046424e-05,1.9019e-05,10087.41,9.91334743011338e-05,1.9819e-05,2025-12-04 10:26:56,0,0.1999231,0,0.1999229,0,0.1999223,0
reset,0,0,1.3,0.1,1.298398,4.5885e-05,28296.79,10087.41,9.91334743011338e-05,104237.1,9.59351325008082e-06,1.9182e-06,97740.53,1.02311702218107e-05,2.0457e-06,98365.38,1.01661783851188e-05,2.0327e-06,2025-12-04 10:27:07,0,0.1999477,0,0.1999478,0,0.1999473,0
set,0,0,0.299,0.1,0.298921,3.4233e-06,87319.55,98365.38,1.01661783851188e-05,98346.27,1.01681538100021e-05,2.0331e-06,98637.36,1.01381464386314e-05,2.0271e-06,98676.31,1.01341446594426e-05,2.0263e-06,2025-12-04 10:27:18,0,0.1999478,0,0.1999478,0,0.1999478,0
set,0,0,1.226,0.1,0.851352,9.99362e-05,8518.955,98676.31,1.01341446594426e-05,8956.775,0.00011164732841899,2.23204e-05,9166.774,0.000109089631750494,2.18092e-05,9486.41,0.000105413955331891,2.10744e-05,2025-12-04 10:27:29,0,0.1999188,0,0.19992,0,0.1999204,0
set,0,0,0.829,0.1,0.828009,9.77857e-05,8467.588,9486.41,0.000105413955331891,9122.45,0.000109619674539186,2.19151e-05,9107.923,0.000109794516268967,2.195e-05,9121.243,0.000109634180341429,2.1918e-05,2025-12-04 10:27:40,0,0.1999194,0,0.1999189,0,0.1999194,0
reset,0,0,0.4,0.1,0.399893,5.0634e-05,7897.717,9121.243,0.000109634180341429,9090.184,0.000110008774299838,2.19929e-05,9072.711,0.000110220638572087,2.20352e-05,9114.46,0.000109715770325395,2.19343e-05,2025-12-04 10:27:51,0,0.1999195,0,0.199919,0,0.1999193,0
set,0,0,0.647,0.1,0.646766,7.60501e-05,8504.473,9114.46,0.000109715770325395,9337.702,0.000107092730095692,2.141e-05,9333.01,0.000107146569006141,2.14207e-05,9322.158,0.000107271299199177,2.14457e-05,2025-12-04 10:28:02,0,0.1999202,0,0.1999196,0,0.1999202,0
reset,0,0,1.5,0.1,1.497927,5.3666e-05,27912.03,9322.158,0.000107271299199177,97793.11,1.02256692726103e-05,2.0446e-06,111696.6,8.95282398927094e-06,1.7901e-06,114275.8,8.75075912835438e-06,1.7497e-06,2025-12-04 10:28:13,0,0.1999478,0,0.1999481,0,0.1999483,0
