State,ListIndex,RepIndex,V_applied,PulseDur_s,U_out_immediate,I_immediate,R_immediate,R_before,G_before,R_after_1s,G_after_1s,I_after_1s,R_after_5s,G_after_5s,I_after_5s,R_after_10s,G_after_10s,I_after_10s,time_stamp,T_immediate,U_after_1s,T_after_1s,U_after_5s,T_after_5s,U_after_10s,T_after_10s
reset,0,0,0.2,0.1,0.1999716,2.875e-06,69555.34,68661.08,1.456429173558e-05,69399.4,1.44093464784998e-05,2.8811e-06,69324.8,1.44248522895126e-05,2.8842e-06,69298.41,1.44303455158639e-05,2.8853e-06,2025-11-06 16:31:24,0,0.1999466,0,0.1999466,0,0.1999467,0
set,0,0,0.893,0.1,0.889632,9.72215e-05,9150.569,69298.41,1.44303455158639e-05,9757.98,0.000102480226440308,2.0488e-05,9755.78,0.000102503336483603,2.04926e-05,9846.318,0.000101560806790924,2.03042e-05,2025-11-06 16:31:36,0,0.1999215,0,0.1999213,0,0.1999216,0
reset,0,0,0.2,0.1,0.199971,2.0718e-05,9652.042,9846.318,0.000101560806790924,9834.257,0.00010168536372397,2.03291e-05,9836.817,0.000101658900434968,2.03238e-05,9810.755,0.000101928954499424,2.03778e-05,2025-11-06 16:31:47,0,0.1999216,0,0.1999215,0,0.1999216,0
set,0,0,0.229,0.1,0.22891,2.33372e-05,9808.803,9810.755,0.000101928954499424,9825.021,0.000101780952936386,2.03482e-05,9815.379,0.000101880936029062,2.03682e-05,9813.259,0.000101902945800167,2.03726e-05,2025-11-06 16:31:58,0,0.1999215,0,0.1999216,0,0.1999216,0
set,0,0,0.385,0.1,0.384856,3.90878e-05,9845.937,9813.259,0.000101902945800167,10093.31,9.90755262644266e-05,1.98074e-05,10094.84,9.90605101220029e-05,1.98044e-05,10092.86,9.9079943643328e-05,1.98083e-05,2025-11-06 16:32:09,0,0.1999223,0,0.1999223,0,0.1999223,0
reset,0,0,1.2,0.1,1.198849,4.5379e-05,26418.59,10092.86,9.9079943643328e-05,40447.33,2.47235107978697e-05,4.9433e-06,37982.45,2.63279488289987e-05,5.2641e-06,37387.16,2.67471506260438e-05,5.3479e-06,2025-11-06 16:32:20,0,0.1999433,0,0.1999434,0,0.1999428,0
reset,0,0,1.3,0.1,1.299016,3.6315e-05,35770.78,37387.16,2.67471506260438e-05,95545.37,1.04662319063708e-05,2.0927e-06,99506.22,1.00496230285906e-05,2.0094e-06,95322.13,1.0490743335257e-05,2.0976e-06,2025-11-06 16:32:31,0,0.1999478,0,0.1999478,0,0.1999477,0
reset,0,0,0.6,0.1,0.599794,1.0468e-05,57297.86,95322.13,1.0490743335257e-05,93046.54,1.07473098945968e-05,2.1489e-06,98554.71,1.01466484960485e-05,2.0288e-06,98114.63,1.01921599255891e-05,2.0379e-06,2025-11-06 16:32:42,0,0.1999477,0,0.1999478,0,0.1999478,0
set,0,0,1.076,0.1,0.93044,9.99184e-05,9311.999,98114.63,1.01921599255891e-05,9217.052,0.000108494559865779,2.16902e-05,9210.725,0.000108569086581132,2.17051e-05,9216.792,0.000108497620430189,2.16908e-05,2025-11-06 16:32:53,0,0.1999197,0,0.1999197,0,0.1999196,0
set,0,0,0.053,0.1,0.052979,5.3357e-06,9929.156,9216.792,0.000108497620430189,9215.22,0.000108516128752216,2.16945e-05,9214.329,0.00010852662196021,2.16966e-05,9224.83,0.000108403081682806,2.16719e-05,2025-11-06 16:33:04,0,0.1999196,0,0.1999196,0,0.1999196,0
set,0,0,1.076,0.1,0.89836,9.99457e-05,8988.481,9224.83,0.000108403081682806,9054.717,0.000110439674702147,2.2079e-05,9061.859,0.000110352632942093,2.20616e-05,9036.826,0.000110658321848844,2.21227e-05,2025-11-06 16:33:15,0,0.1999191,0,0.1999191,0,0.199919,0
set,0,0,0.952,0.1,0.908153,9.92084e-05,9153.993,9036.826,0.000110658321848844,10486.56,9.536015623808e-05,1.90647e-05,10512.38,9.51259372282966e-05,1.90179e-05,10499.4,9.52435377259653e-05,1.90414e-05,2025-11-06 16:33:26,0,0.1999232,0,0.1999233,0,0.1999233,0
reset,0,0,1.4,0.1,1.398069,4.478e-05,31220.84,10499.4,9.52435377259653e-05,76687.42,1.30399484035322e-05,2.6073e-06,75617.2,1.32245044778172e-05,2.6442e-06,74721.36,1.33830540557613e-05,2.6759e-06,2025-11-06 16:33:37,0,0.1999471,0,0.199947,0,0.1999469,0
reset,0,0,0.9,0.1,0.899543,2.4145e-05,37255.87,74721.36,1.33830540557613e-05,76604.92,1.30539918323784e-05,2.6101e-06,75241.4,1.32905554654751e-05,2.6574e-06,75594.33,1.32285053654156e-05,2.645e-06,2025-11-06 16:33:48,0,0.1999465,0,0.1999465,0,0.199947,0
set,0,0,0.952,0.1,0.865005,9.97321e-05,8673.286,75594.33,1.32285053654156e-05,9078.122,0.00011015494173795,2.2022e-05,9072.679,0.000110221027328312,2.20353e-05,9082.736,0.000110098983390027,2.20109e-05,2025-11-06 16:33:59,0,0.1999184,0,0.1999192,0,0.1999192,0
set,0,0,0.952,0.1,0.844254,9.99401e-05,8447.6,9082.736,0.000110098983390027,8275.914,0.000120832575108925,2.41564e-05,8350.827,0.000119748618909241,2.39397e-05,8378.352,0.000119355214486095,2.38611e-05,2025-11-06 16:34:10,0,0.1999163,0,0.1999163,0,0.1999167,0
reset,0,0,0.2,0.1,0.1999705,2.5984e-05,7695.909,8378.352,0.000119355214486095,8319.412,0.00012020080265288,2.40301e-05,8323.607,0.000120140222862516,2.4018e-05,8302.827,0.000120440905248297,2.40781e-05,2025-11-06 16:34:21,0,0.1999163,0,0.1999164,0,0.1999163,0
set,0,0,1.153,0.1,0.836749,9.99509e-05,8371.6,8302.827,0.000120440905248297,8803.634,0.000113589456354047,2.27086e-05,8780.237,0.000113892142091381,2.27691e-05,8780.314,0.000113891143300798,2.27689e-05,2025-11-06 16:34:32,0,0.1999182,0,0.1999181,0,0.1999181,0
reset,0,0,1,0.1,0.999104,5.2089e-05,19180.71,8780.314,0.000113891143300798,36122.67,2.76834464340537e-05,5.5351e-06,35719.96,2.79955520666876e-05,5.5975e-06,36029.01,2.77554115419769e-05,5.5495e-06,2025-11-06 16:34:43,0,0.1999426,0,0.1999425,0,0.199943,0
set,0,0,0.385,0.1,0.384888,1.22645e-05,31382.28,36029.01,2.77554115419769e-05,37080.08,2.69686581042975e-05,5.3922e-06,37115.09,2.69432190518735e-05,5.3871e-06,37078.7,2.69696618274103e-05,5.3924e-06,2025-11-06 16:34:54,0,0.1999432,0,0.1999427,0,0.1999432,0
reset,0,0,1.3,0.1,1.298966,2.9901e-05,43442.23,37078.7,2.69696618274103e-05,97383.45,1.026868528482e-05,2.0532e-06,88067.08,1.13549807714756e-05,2.2704e-06,93942.73,1.06447832631647e-05,2.1284e-06,2025-11-06 16:35:05,0,0.1999477,0,0.1999475,0,0.1999477,0
set,0,0,0.952,0.1,0.900612,9.97459e-05,9029.063,93942.73,1.06447832631647e-05,9359.871,0.000106839079299277,2.13593e-05,9363.223,0.00010680083129495,2.13516e-05,9391.446,0.000106479875410027,2.12875e-05,2025-11-06 16:35:16,0,0.1999203,0,0.1999198,0,0.1999204,0
set,0,0,0.494,0.1,0.493817,5.49615e-05,8984.78,9391.446,0.000106479875410027,9343.987,0.000107020696839583,2.13956e-05,9348.404,0.000106970130944277,2.13855e-05,9290.128,0.000107641143372836,2.15195e-05,2025-11-06 16:35:27,0,0.1999202,0,0.1999203,0,0.1999189,0
reset,0,0,0.1,0.1,0.0999896,1.1468e-05,8719.009,9290.128,0.000107641143372836,9311.742,0.000107391291554255,2.14697e-05,9359.691,0.000106841133964786,2.13597e-05,9102.287,0.000109862499391636,2.19636e-05,2025-11-06 16:35:38,0,0.1999203,0,0.1999202,0,0.199919,0
set,0,0,0.229,0.1,0.228908,2.52805e-05,9054.726,9102.287,0.000109862499391636,9074.642,0.000110197184638248,2.20305e-05,9089.683,0.000110014837701161,2.19941e-05,9082.397,0.000110103092828908,2.20116e-05,2025-11-06 16:35:49,0,0.1999189,0,0.1999194,0,0.1999181,0
reset,0,0,0.7,0.1,0.699655,8.6946e-05,8047.006,9082.397,0.000110103092828908,11344.76,8.81464217841541e-05,1.76227e-05,11356.1,8.80584003310996e-05,1.76051e-05,11346.69,8.81314286368976e-05,1.76197e-05,2025-11-06 16:36:00,0,0.1999253,0,0.1999253,0,0.1999253,0
reset,0,0,1,0.1,0.999261,3.9189e-05,25498.51,11346.69,8.81314286368976e-05,58467.13,1.71036272859639e-05,3.4198e-06,39995.2,2.50030003600432e-05,4.9992e-06,41085.77,2.43393272171849e-05,4.8665e-06,2025-11-06 16:36:11,0,0.1999459,0,0.199944,0,0.1999439,0
set,0,0,0.385,0.1,0.384885,1.30599e-05,29470.75,41085.77,2.43393272171849e-05,38715.73,2.58292947078616e-05,5.1644e-06,38429.24,2.60218521105283e-05,5.2029e-06,38337.14,2.60843662307621e-05,5.2154e-06,2025-11-06 16:36:22,0,0.1999435,0,0.1999435,0,0.1999435,0
reset,0,0,1.2,0.1,1.199139,4.0818e-05,29377.7,38337.14,2.60843662307621e-05,73952.99,1.35221037039882e-05,2.7037e-06,76051.58,1.31489707380175e-05,2.6291e-06,79517.68,1.25758196164677e-05,2.5145e-06,2025-11-06 16:36:33,0,0.1999467,0,0.1999472,0,0.1999472,0
reset,0,0,0.8,0.1,0.799637,2.2641e-05,35318.1,79517.68,1.25758196164677e-05,91866.57,1.08853525281286e-05,2.1765e-06,91454.79,1.09343644001588e-05,2.1863e-06,89238.37,1.12059420179907e-05,2.2406e-06,2025-11-06 16:36:44,0,0.1999476,0,0.1999476,0,0.1999475,0
reset,0,0,0.3,0.1,0.299942,4.335e-06,69190.77,89238.37,1.12059420179907e-05,87157.27,1.14735121923851e-05,2.2941e-06,89799.47,1.11359231852927e-05,2.2266e-06,89091.25,1.12244468452289e-05,2.2443e-06,2025-11-06 16:36:55,0,0.1999475,0,0.1999475,0,0.1999475,0
reset,0,0,0.9,0.1,0.899541,2.7713e-05,32459.17,89091.25,1.12244468452289e-05,72237.76,1.38431756466424e-05,2.7679e-06,71274.73,1.40302180029304e-05,2.8053e-06,70670.17,1.415024189131e-05,2.8293e-06,2025-11-06 16:37:06,0,0.1999469,0,0.199947,0,0.1999471,0
reset,0,0,1,0.1,0.99943,3.8171e-05,26182.97,70670.17,1.415024189131e-05,74090.12,1.34970762633398e-05,2.6987e-06,76572.84,1.3059460769641e-05,2.6112e-06,76051.54,1.31489776538384e-05,2.6291e-06,2025-11-06 16:37:17,0,0.199947,0,0.199947,0,0.1999471,0
set,0,0,0.229,0.1,0.228939,2.9591e-06,77367.78,76051.54,1.31489776538384e-05,76077.51,1.31444890875109e-05,2.6282e-06,78070.48,1.28089387947916e-05,2.5611e-06,69675.12,1.43523254785926e-05,2.8697e-06,2025-11-06 16:37:28,0,0.1999469,0,0.1999463,0,0.1999467,0
set,0,0,0.494,0.1,0.493859,1.2935e-05,38180.05,69675.12,1.43523254785926e-05,46678.99,2.14229142490015e-05,4.2834e-06,53475.69,1.87000859642952e-05,3.739e-06,53437.07,1.87136008766948e-05,3.7417e-06,2025-11-06 16:37:39,0,0.1999448,0,0.1999456,0,0.1999455,0
set,0,0,1.378,0.1,0.867328,9.99461e-05,8677.957,53437.07,1.87136008766948e-05,8384.044,0.000119274183198466,2.38449e-05,8387.144,0.000119230097873603,2.38361e-05,8406.007,0.000118962546664546,2.37826e-05,2025-11-06 16:37:49,0,0.1999167,0,0.1999168,0,0.1999167,0
set,0,0,0.829,0.1,0.828713,9.54203e-05,8684.871,8406.007,0.000118962546664546,9467.726,0.000105621983568177,2.1116e-05,9465.171,0.00010565049485107,2.11217e-05,9527.314,0.000104961377361972,2.09839e-05,2025-11-06 16:38:00,0,0.1999205,0,0.1999205,0,0.1999202,0
reset,0,0,1,0.1,0.999205,4.4136e-05,22639.23,9527.314,0.000104961377361972,54745.09,1.82664783270975e-05,3.6523e-06,53989.6,1.85220857350305e-05,3.7034e-06,53960.6,1.85320400440321e-05,3.7054e-06,2025-11-06 16:38:11,0,0.1999455,0,0.1999451,0,0.1999456,0
set,0,0,1.378,0.1,0.899446,9.99497e-05,8998.986,53960.6,1.85320400440321e-05,9376.153,0.000106653549702101,2.13222e-05,9379.232,0.000106618537637197,2.13152e-05,9374.13,0.000106676566252015,2.13268e-05,2025-11-06 16:38:22,0,0.1999202,0,0.1999202,0,0.1999202,0
set,0,0,0.893,0.1,0.854031,9.98749e-05,8551.007,9374.13,0.000106676566252015,8588.107,0.000116440095588003,2.32784e-05,8576.028,0.000116604096908266,2.33112e-05,8578.546,0.000116569870931507,2.33043e-05,2025-11-06 16:38:33,0,0.1999174,0,0.1999175,0,0.199917,0
set,0,0,0.053,0.1,0.0529785,5.8245e-06,9095.802,8578.546,0.000116569870931507,8574.515,0.000116624672066,2.33153e-05,8573.008,0.000116645172849483,2.33194e-05,8580.445,0.000116544072014913,2.32992e-05,2025-11-06 16:38:44,0,0.1999174,0,0.1999174,0,0.1999175,0
reset,0,0,0.7,0.1,0.699655,7.4731e-05,9362.313,8580.445,0.000116544072014913,12568.63,7.95631663912455e-05,1.59069e-05,12571.4,7.95456353309894e-05,1.59034e-05,12580.27,7.94895499063216e-05,1.58922e-05,2025-11-06 16:38:55,0,0.199928,0,0.199928,0,0.1999281,0
reset,0,0,0.3,0.1,0.299939,2.6872e-05,11161.77,12580.27,7.94895499063216e-05,12569.58,7.95571530631891e-05,1.59057e-05,12595.09,7.93960186072509e-05,1.58735e-05,12573.22,7.95341209332216e-05,1.59011e-05,2025-11-06 16:39:06,0,0.199928,0,0.1999281,0,0.199928,0
reset,0,0,1.5,0.1,1.498046,4.4561e-05,33617.87,12573.22,7.95341209332216e-05,134981.8,7.40840617031333e-06,1.4813e-06,118417.7,8.44468352281796e-06,1.6885e-06,126750,7.88954635108481e-06,1.5775e-06,2025-11-06 16:39:17,0,0.1999485,0,0.1999483,0,0.1999482,0
reset,0,0,1.1,0.1,1.099329,1.9873e-05,55317.72,126750,7.88954635108481e-06,109789.3,9.10835573229814e-06,1.8212e-06,117052.2,8.54319696682335e-06,1.7082e-06,112154.2,8.91629560016477e-06,1.7828e-06,2025-11-06 16:39:28,0,0.1999482,0,0.1999485,0,0.1999485,0
reset,0,0,0.9,0.1,0.899548,1.3235e-05,67967.36,112154.2,8.91629560016477e-06,122788.2,8.14410505243989e-06,1.6284e-06,120320.3,8.31114949015254e-06,1.6618e-06,122090.6,8.19063875515396e-06,1.6377e-06,2025-11-06 16:39:39,0,0.1999483,0,0.1999483,0,0.1999478,0
set,0,0,0.385,0.1,0.384899,4.5827e-06,83989.57,122090.6,8.19063875515396e-06,118200.7,8.46018678400382e-06,1.6916e-06,122931.6,8.13460493477674e-06,1.6265e-06,120276.6,8.31416917338867e-06,1.6624e-06,2025-11-06 16:39:50,0,0.1999483,0,0.1999483,0,0.1999478,0
reset,0,0,1,0.1,0.999446,1.6586e-05,60258.41,120276.6,8.31416917338867e-06,111790.3,8.94531994278573e-06,1.7886e-06,120749,8.28164208399241e-06,1.6559e-06,113035,8.84681735745566e-06,1.7689e-06,2025-11-06 16:40:01,0,0.1999481,0,0.1999482,0,0.1999476,0
set,0,0,0.952,0.1,0.806103,9.98917e-05,8069.77,113035,8.84681735745566e-06,7750.956,0.000129016343274301,2.57922e-05,7755.894,0.000128934201524673,2.57757e-05,7768.64,0.000128722659307163,2.57335e-05,2025-11-06 16:40:12,0,0.1999142,0,0.1999136,0,0.1999143,0
set,0,0,0.647,0.1,0.646759,8.40047e-05,7699.081,7768.64,0.000128722659307163,7310.5,0.000136789549278435,2.73459e-05,7303.972,0.000136911806343179,2.73703e-05,7302.478,0.000136939816867644,2.73759e-05,2025-11-06 16:40:23,0,0.1999122,0,0.1999119,0,0.1999119,0
set,0,0,1.153,0.1,0.813038,9.99526e-05,8134.236,7302.478,0.000136939816867644,8454.795,0.000118276078840469,2.36454e-05,8446.343,0.000118394434135578,2.3669e-05,8347.997,0.000119789214107288,2.39479e-05,2025-11-06 16:40:34,0,0.199917,0,0.1999165,0,0.199917,0
reset,0,0,0.9,0.1,0.899373,3.9764e-05,22617.77,8347.997,0.000119789214107288,50097.69,1.99610001978135e-05,3.9911e-06,54501.88,1.8347990931689e-05,3.6686e-06,54178.46,1.84575198335279e-05,3.6905e-06,2025-11-06 16:40:45,0,0.1999449,0,0.1999456,0,0.1999456,0
reset,0,0,0.8,0.1,0.799631,3.1429e-05,25442.46,54178.46,1.84575198335279e-05,57779.63,1.73071374808042e-05,3.4605e-06,62131.79,1.60948203809998e-05,3.2181e-06,61686.88,1.62109025452414e-05,3.2413e-06,2025-11-06 16:40:56,0,0.1999464,0,0.1999463,0,0.1999457,0
reset,0,0,1.2,0.1,1.199153,3.7206e-05,32230.1,61686.88,1.62109025452414e-05,67652.34,1.47814547139094e-05,2.9555e-06,70435.97,1.41972915259064e-05,2.8387e-06,60794.19,1.64489402687987e-05,3.2889e-06,2025-11-06 16:41:07,0,0.1999465,0,0.1999466,0,0.199946,0
set,0,0,0.893,0.1,0.870399,9.81044e-05,8872.171,60794.19,1.64489402687987e-05,10001.16,9.99884013454439e-05,1.99899e-05,9997.505,0.000100024956226579,1.99972e-05,9998.905,0.000100010951199156,1.99944e-05,2025-11-06 16:41:18,0,0.1999221,0,0.1999221,0,0.1999221,0
set,0,0,1.153,0.1,0.916761,9.99476e-05,9172.416,9998.905,0.000100010951199156,9807.285,0.000101965018860979,2.0385e-05,9805.601,0.000101982530188614,2.03885e-05,9805.697,0.000101981531756488,2.03883e-05,2025-11-06 16:41:29,0,0.1999215,0,0.1999215,0,0.1999215,0
reset,0,0,0.6,0.1,0.599763,6.2184e-05,9644.973,9805.697,0.000101981531756488,12646.91,7.90706979017009e-05,1.58085e-05,12836.61,7.79021875713292e-05,1.55749e-05,12788.29,7.81965376137075e-05,1.56337e-05,2025-11-06 16:41:40,0,0.1999287,0,0.1999289,0,0.1999283,0
reset,0,0,0.8,0.1,0.799581,3.7683e-05,21218.61,12788.29,7.81965376137075e-05,51566.72,1.93923522768173e-05,3.8774e-06,45543.41,2.19570734822008e-05,4.3902e-06,44190.54,2.2629277668931e-05,4.5246e-06,2025-11-06 16:41:51,0,0.1999448,0,0.1999447,0,0.1999445,0
set,0,0,0.299,0.1,0.298913,9.1705e-06,32595.06,44190.54,2.2629277668931e-05,36351.97,2.75088255189471e-05,5.5002e-06,36202.54,2.76223712479843e-05,5.5229e-06,36445.4,2.74383049712721e-05,5.4861e-06,2025-11-06 16:42:02,0,0.1999431,0,0.199943,0,0.1999431,0
set,0,0,0.494,0.1,0.493822,3.81675e-05,12938.29,36445.4,2.74383049712721e-05,14161.35,7.06147365893788e-05,1.41181e-05,14201.06,7.04172787101808e-05,1.40786e-05,14188.28,7.04807066113722e-05,1.40913e-05,2025-11-06 16:42:13,0,0.1999313,0,0.1999311,0,0.1999313,0
reset,0,0,0.7,0.1,0.699689,2.5594e-05,27338.01,14188.28,7.04807066113722e-05,48675.68,2.05441403181219e-05,4.1077e-06,48958.03,2.04256584670584e-05,4.084e-06,48986.94,2.04136041157092e-05,4.0816e-06,2025-11-06 16:42:24,0,0.1999451,0,0.1999446,0,0.1999451,0
set,0,0,0.299,0.1,0.298917,6.68e-06,44748.05,48986.94,2.04136041157092e-05,51122.52,1.9560851069157e-05,3.9111e-06,49844.24,2.00624986959376e-05,4.0114e-06,48881.53,2.04576247920227e-05,4.0904e-06,2025-11-06 16:42:35,0,0.1999453,0,0.1999452,0,0.199945,0
set,0,0,1.226,0.1,0.880698,9.99442e-05,8811.897,48881.53,2.04576247920227e-05,8012.995,0.000124797282414378,2.49489e-05,8017.747,0.000124723316911846,2.49341e-05,8023.99,0.00012462627695199,2.49147e-05,2025-11-06 16:42:46,0,0.1999154,0,0.1999153,0,0.1999153,0
reset,0,0,0.8,0.1,0.799516,4.1032e-05,19485.18,8023.99,0.00012462627695199,34554.52,2.89397740150927e-05,5.7863e-06,34597.27,2.89040146809271e-05,5.7791e-06,28637.87,3.49187980810025e-05,6.9817e-06,2025-11-06 16:42:57,0,0.1999428,0,0.1999411,0,0.199941,0
reset,0,0,0.5,0.1,0.49985,1.9449e-05,25700.55,28637.87,3.49187980810025e-05,16356.93,6.11361667501175e-05,1.22232e-05,16333.4,6.12242399010616e-05,1.22408e-05,16331,6.12332374012614e-05,1.22426e-05,2025-11-06 16:43:08,0,0.199934,0,0.1999339,0,0.1999339,0
reset,0,0,1.4,0.1,1.398684,4.2048e-05,33263.98,16331,6.12332374012614e-05,78635.74,1.27168638585966e-05,2.5427e-06,66144.13,1.51184995554405e-05,3.0229e-06,77495.87,1.29039134601625e-05,2.5801e-06,2025-11-06 16:43:19,0,0.1999471,0,0.1999471,0,0.1999471,0
set,0,0,0.494,0.1,0.49385,1.5777e-05,31301.9,77495.87,1.29039134601625e-05,25010.61,3.99830312015581e-05,7.9942e-06,25048.52,3.99225183763352e-05,7.9821e-06,25040.06,3.99360065431153e-05,7.9848e-06,2025-11-06 16:43:30,0,0.1999398,0,0.1999398,0,0.1999399,0
set,0,0,0.647,0.1,0.646759,5.29312e-05,12218.86,25040.06,3.99360065431153e-05,11314.32,8.83835705548367e-05,1.76701e-05,11332.38,8.82427168873617e-05,1.76419e-05,11363.34,8.80022950998562e-05,1.75939e-05,2025-11-06 16:43:41,0,0.1999252,0,0.1999248,0,0.1999254,0
reset,0,0,0.1,0.1,0.0999896,8.911e-06,11220.92,11363.34,8.80022950998562e-05,11393.77,8.77672622845643e-05,1.75469e-05,11396.82,8.77437741405059e-05,1.75422e-05,11390.79,8.779022350513e-05,1.75515e-05,2025-11-06 16:43:52,0,0.1999253,0,0.1999253,0,0.1999254,0
set,0,0,0.229,0.1,0.228915,2.0194e-05,11335.79,11390.79,8.779022350513e-05,11386.12,8.7826230533316e-05,1.75587e-05,11355.78,8.80608817712213e-05,1.76056e-05,11366.44,8.79782939953055e-05,1.75891e-05,2025-11-06 16:44:03,0,0.1999254,0,0.1999253,0,0.1999254,0
set,0,0,0.385,0.1,0.38486,3.48055e-05,11057.45,11366.44,8.79782939953055e-05,11350.24,8.81038638830545e-05,1.76142e-05,11379.05,8.7880798484935e-05,1.75696e-05,11409.97,8.76426493671763e-05,1.7522e-05,2025-11-06 16:44:14,0,0.1999254,0,0.1999254,0,0.1999255,0
reset,0,0,1,0.1,0.999318,2.6815e-05,37267.13,11409.97,8.76426493671763e-05,37303.46,2.68071648045516e-05,5.3599e-06,32837.1,3.04533591577819e-05,6.0889e-06,32044.52,3.12065838402323e-05,6.2395e-06,2025-11-06 16:44:25,0,0.1999428,0,0.1999418,0,0.1999418,0
set,0,0,0.893,0.1,0.891622,9.70041e-05,9191.591,32044.52,3.12065838402323e-05,9670.17,0.000103410798362387,2.0674e-05,9692.773,0.000103169650212586,2.06258e-05,9690.283,0.00010319616052493,2.06311e-05,2025-11-06 16:44:36,0,0.1999211,0,0.1999212,0,0.1999212,0
reset,0,0,0.7,0.1,0.699667,6.7694e-05,10335.73,9690.283,0.00010319616052493,12643.05,7.90948386663028e-05,1.58133e-05,12630.58,7.91729279257168e-05,1.58289e-05,12667.15,7.89443560706236e-05,1.57832e-05,2025-11-06 16:44:47,0,0.1999283,0,0.1999282,0,0.1999281,0
set,0,0,1.153,0.1,0.9405,9.9942e-05,9410.458,12667.15,7.89443560706236e-05,9064.78,0.000110317073332171,2.20545e-05,9078.025,0.000110156118759312,2.20223e-05,9024.824,0.00011080548496015,2.21521e-05,2025-11-06 16:44:58,0,0.1999192,0,0.199919,0,0.1999188,0
set,0,0,0.17,0.1,0.1699306,1.86571e-05,9108.093,9024.824,0.00011080548496015,9068.851,0.000110267552085705,2.20446e-05,9077.87,0.000110157999618853,2.20227e-05,9077.54,0.00011016200424344,2.20235e-05,2025-11-06 16:45:09,0,0.1999192,0,0.1999192,0,0.1999192,0
reset,0,0,1.1,0.1,1.098991,3.6448e-05,30152.3,9077.54,0.00011016200424344,57945.43,1.72576163469664e-05,3.4506e-06,62528,1.5992835209826e-05,3.1977e-06,62606.48,1.59727874814236e-05,3.1937e-06,2025-11-06 16:45:20,0,0.1999465,0,0.1999458,0,0.1999463,0
set,0,0,0.647,0.1,0.646746,5.84715e-05,11060.88,62606.48,1.59727874814236e-05,9697.809,0.000103116074981473,2.06151e-05,9678.747,0.000103319158977913,2.06557e-05,9711.423,0.000102971521269334,2.05862e-05,2025-11-06 16:45:31,0,0.1999213,0,0.1999213,0,0.1999213,0
set,0,0,0.893,0.1,0.778705,9.99326e-05,7792.302,9711.423,0.000102971521269334,7567.285,0.000132147791446999,2.64181e-05,7573.252,0.000132043671595769,2.63973e-05,7548.669,0.000132473685096008,2.64832e-05,2025-11-06 16:45:42,0,0.1999133,0,0.1999134,0,0.1999129,0
set,0,0,0.893,0.1,0.78813,9.99429e-05,7885.803,7548.669,0.000132473685096008,7868.737,0.000127085198043854,2.54062e-05,7877.077,0.000126950644255477,2.53793e-05,7875.432,0.000126977161379846,2.53846e-05,2025-11-06 16:45:53,0,0.1999147,0,0.1999147,0,0.1999147,0
reset,0,0,0.7,0.1,0.699643,7.0307e-05,9951.257,7875.432,0.000126977161379846,11928.87,8.38302370635274e-05,1.67598e-05,11385.08,8.78342532507457e-05,1.75603e-05,11373.8,8.7921363132814e-05,1.75777e-05,2025-11-06 16:46:04,0,0.1999254,0,0.1999254,0,0.1999253,0
set,0,0,0.17,0.1,0.1699372,1.48225e-05,11464.81,11373.8,8.7921363132814e-05,11376.39,8.7901346560728e-05,1.75737e-05,11376.59,8.78998012585494e-05,1.75734e-05,11368.56,8.79618878732223e-05,1.75858e-05,2025-11-06 16:46:15,0,0.1999253,0,0.1999253,0,0.1999253,0
reset,0,0,1,0.1,0.999279,4.6708e-05,21394.17,11368.56,8.79618878732223e-05,43528.78,2.29733063963658e-05,4.5934e-06,47515.4,2.10458083063596e-05,4.208e-06,49229.37,2.03130773357449e-05,4.0615e-06,2025-11-06 16:46:26,0,0.1999451,0,0.1999448,0,0.1999451,0
reset,0,0,1.3,0.1,1.29902,5.3649e-05,24213.31,49229.37,2.03130773357449e-05,91951.12,1.08753433345891e-05,2.1745e-06,89298.2,1.11984340109879e-05,2.2391e-06,90478.12,1.10523958720628e-05,2.2099e-06,2025-11-06 16:46:37,0,0.1999477,0,0.1999476,0,0.1999476,0
set,0,0,1.378,0.1,0.80774,9.99475e-05,8081.643,90478.12,1.10523958720628e-05,7651.961,0.000130685454356079,2.61258e-05,7658.124,0.0001305802831085,2.61048e-05,7655.803,0.000130619870965854,2.61127e-05,2025-11-06 16:46:48,0,0.1999136,0,0.1999138,0,0.1999137,0
reset,0,0,1.5,0.1,1.497777,4.0248e-05,37213.7,7655.803,0.000130619870965854,127828,7.82301217260694e-06,1.5642e-06,122031.2,8.19462563672241e-06,1.6385e-06,124176,8.05308594253318e-06,1.6102e-06,2025-11-06 16:46:59,0,0.1999485,0,0.1999482,0,0.1999482,0
reset,0,0,0.3,0.1,0.299942,3.131e-06,95797.51,124176,8.05308594253318e-06,88128.83,1.13470245775418e-05,2.2688e-06,89174.74,1.12139379380304e-05,2.2422e-06,88476.3,1.13024617892023e-05,2.2599e-06,2025-11-06 16:47:10,0,0.1999467,0,0.1999476,0,0.1999476,0
reset,0,0,0.7,0.1,0.699723,1.2727e-05,54979.41,88476.3,1.13024617892023e-05,92260.8,1.08388394637809e-05,2.1672e-06,93779.7,1.06632885368582e-05,2.1321e-06,93889.79,1.06507853516341e-05,2.1296e-06,2025-11-06 16:47:21,0,0.1999476,0,0.1999477,0,0.1999477,0
